Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Grocery,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
2020-01-18,73,130,120,82,102,23,129,108,114,50,95,125,161
2020-01-17,91,125,119,88,96,163,107,97,92,92,103,99,128
2020-01-16,104,126,106,141,102,153,119,96,105,58,102,99,119
2020-01-15,126,141,111,114,91,166,111,99,106,33,108,89,125
2020-01-14,106,186,111,119,90,160,109,86,104,108,97,99,85
2020-01-13,100,117,111,118,107,150,123,87,141,83,101,98,0
2020-01-12,38,140,108,71,88,16,105,57,144,133,69,72,115
2020-01-11,49,199,124,101,108,18,106,78,157,125,77,85,125
2020-01-10,101,115,119,125,92,217,121,84,98,42,103,109,117
2020-01-09,90,137,106,112,89,145,108,92,110,67,96,103,106
2020-01-08,91,107,112,100,84,120,124,85,94,133,88,91,104
2020-01-07,97,108,96,123,101,115,107,78,98,108,92,98,91
2020-01-06,117,72,105,137,99,155,114,89,115,50,96,97,0
2020-01-05,65,94,81,72,99,22,120,73,77,133,80,88,149
2020-01-04,82,114,113,83,97,18,154,91,107,142,95,101,159
2020-01-03,122,127,122,96,96,113,169,103,100,92,105,116,152
2020-01-02,102,110,112,115,106,119,180,97,118,117,98,120,139
2020-01-01,58,138,109,72,84,70,107,57,99,67,72,69,120
2019-12-31,94,99,96,116,152,110,158,98,90,158,94,109,138
2019-12-30,104,54,89,90,97,124,123,90,85,325,90,97,0
